origin_city,origin_state,origin_postal_code,dest_city,dest_state,dest_postal_code,practical_miles,short_miles,empty_miles,n_practical,n_short,practical_min,practical_max,practical_spread,short_min,short_max,trust_level,source,first_seen,last_seen
SAINT JOSEPH,MO,,PHARR,TX,,1040.0,1405.0,381.6,1.0,1,1040.0,1040.0,0.0,1405.0,1405.0,thin,history,2025-12-30,2025-12-30
SAINT JOSEPH,MO,,SAINT JOSEPH,MO,,6.2,197.8,202.1,1.0,1,6.2,6.2,0.0,197.8,197.8,thin,history,2023-02-17,2023-02-17
SAINT MARIES,ID,,CLEBURNE,TX,,1876.7,2180.3,341.2,1.0,1,1876.7,1876.7,0.0,2180.3,2180.3,thin,history,2023-02-21,2023-02-21
SAINT MARYS,PA,,SEATTLE,WA,,2602.8,2807.5,292.3,1.0,1,2602.8,2602.8,0.0,2807.5,2807.5,thin,history,2025-04-14,2025-04-14
SAINT MARYS,PA,,SEGUIN,TX,,1592.4,2058.0,513.2,1.0,1,1592.4,1592.4,0.0,2058.0,2058.0,thin,history,2021-11-30,2021-11-30
SALEM,AL,,HOUSTON,TX,,704.1,745.9,43.3,1.0,1,704.1,704.1,0.0,745.9,745.9,thin,history,2024-03-29,2024-03-29
SALEM,OR,,BROOKSHIRE,TX,,310.7,,0.0,1.0,0,310.7,310.7,0.0,,,thin,history,2023-04-04,2023-04-04
SALEM,OR,,HOUSTON,TX,,2333.7,2242.8,26.4,1.0,1,2333.7,2333.7,0.0,2242.8,2242.8,thin,history,2023-03-03,2023-03-03
SAGOLA,MI,,ALICE,TX,,1626.1,2011.7,436.3,1.0,1,1626.1,1626.1,0.0,2011.7,2011.7,thin,history,2025-04-11,2025-04-11
SAYREVILLE,NJ,,AUSITN,TX,,1736.7,1918.9,248.5,1.0,1,1736.7,1736.7,0.0,1918.9,1918.9,thin,history,2026-01-12,2026-01-12
SAYREVILLE,NJ,,BROOKSHIRE,TX,,1648.1,1936.0,342.3,1.0,1,1648.1,1648.1,0.0,1936.0,1936.0,thin,history,2026-06-09,2026-06-09
SAYREVILLE,NJ,,FRISCO,TX,,1537.9,1600.8,81.8,1.0,1,1537.9,1537.9,0.0,1600.8,1600.8,thin,history,2024-09-30,2024-09-30
SAYREVILLE,NJ,,HOUSTON,TX,,1627.5,1728.5,160.8,1.0,1,1627.5,1627.5,0.0,1728.5,1728.5,thin,history,2026-04-17,2026-04-17
SAYREVILLE,NJ,,KNOXVILLE,TN,,692.3,678.7,11.2,1.0,1,692.3,692.3,0.0,678.7,678.7,thin,history,2025-12-26,2025-12-26
SAYREVILLE,NJ,,LOVES PARK,IL,,877.9,871.9,11.2,1.0,1,877.9,877.9,0.0,871.9,871.9,thin,history,2025-07-17,2025-07-17
SAYREVILLE,NJ,,ROUND ROCK,TX,,1707.6,1911.1,260.7,1.0,1,1707.6,1707.6,0.0,1911.1,1911.1,thin,history,2026-06-16,2026-06-16
SAYREVILLE,NJ,,SUGAR LAND,TX,,1630.1,1896.9,353.3,1.0,1,1630.1,1630.1,0.0,1896.9,1896.9,thin,history,2026-04-07,2026-04-07
SAYREVILLE,NJ,,TAYLOR,TX,,1700.2,1991.0,349.2,1.0,1,1700.2,1700.2,0.0,1991.0,1991.0,thin,history,2023-10-04,2023-10-04
SAYREVILLE,NJ,,UNIVERSITY PARK,TX,,1537.1,1556.0,45.6,1.0,1,1537.1,1537.1,0.0,1556.0,1556.0,thin,history,2022-08-15,2022-08-15
SAN TAN VALLEY AZ,AZ,,HOUSTON,TX,,1317.0,1629.7,405.3,1.0,1,1317.0,1317.0,0.0,1629.7,1629.7,thin,history,2024-07-08,2024-07-08
SCHERTZ,TX,,LAREDO,TX,,180.2,427.9,254.4,1.0,1,180.2,180.2,0.0,427.9,427.9,thin,history,2022-10-17,2022-10-17
SCHOFIELD,WI,,LAREDO,TX,,1697.6,1730.0,242.6,1.0,1,1697.6,1697.6,0.0,1730.0,1730.0,thin,history,2024-01-10,2024-01-10
SCHWENKSVILLE,PA,,GONZALES,TX,,1684.1,1934.3,290.0,1.0,1,1684.1,1684.1,0.0,1934.3,1934.3,thin,history,2022-07-19,2022-07-19
SCOTIA,NY,,NORTHLAKE,TX,,1698.3,2195.7,632.0,1.0,1,1698.3,1698.3,0.0,2195.7,2195.7,thin,history,2022-02-23,2022-02-23
SCOTTSBORO,AL,,SINTON,TX,,974.6,1126.5,197.0,1.0,1,974.6,974.6,0.0,1126.5,1126.5,thin,history,2023-08-07,2023-08-07
SCRANTON,PA,,ALBANY,OR,,2874.0,2906.8,127.0,1.0,1,2874.0,2874.0,0.0,2906.8,2906.8,thin,history,2025-07-28,2025-07-28
SCRANTON,PA,,HOUSTON,TX,,1652.5,2142.6,530.9,1.0,1,1652.5,1652.5,0.0,2142.6,2142.6,thin,history,2022-07-20,2022-07-20
SCRANTON,PA,,OPELOUSAS,LA,,1368.4,1477.6,117.9,1.0,1,1368.4,1368.4,0.0,1477.6,1477.6,thin,history,2025-06-19,2025-06-19
SCRANTON,PA,,TACOMA,WA,,2785.8,2810.9,117.9,1.0,1,2785.8,2785.8,0.0,2810.9,2810.9,thin,history,2025-05-14,2025-05-14
SEABROOK,NJ,,HOUSTON,TX,,1555.9,1571.0,46.1,1.0,1,1555.9,1555.9,0.0,1571.0,1571.0,thin,history,2022-08-08,2022-08-08
SEAGOVILLE,TX,,LAREDO,TX,,436.1,463.4,40.0,1.0,1,436.1,436.1,0.0,463.4,463.4,thin,history,2026-08-13,2026-08-13
SCARBOROUGH,ME,,LAREDO,TX,,2287.2,2280.8,62.6,1.0,1,2287.2,2287.2,0.0,2280.8,2280.8,thin,history,2026-05-22,2026-05-22
SAND SPRINGS,OK,,LAREDO,TX,,690.9,860.0,172.9,1.0,1,690.9,690.9,0.0,860.0,860.0,thin,history,2024-04-23,2024-04-23
SAND SPRINGS,OK,,SHINER,TX,,536.5,848.6,354.1,1.0,1,536.5,536.5,0.0,848.6,848.6,thin,history,2023-04-24,2023-04-24
SANDERS,AZ,,BRIGHAM CITY,UT,,579.3,796.4,235.2,1.0,1,579.3,579.3,0.0,796.4,796.4,thin,history,2023-08-26,2023-08-26
SANDERSON,FL,,HOUSTON,TX,,829.8,1012.4,200.4,1.0,1,829.8,829.8,0.0,1012.4,1012.4,thin,history,2024-06-04,2024-06-04
SANDSTON,VA,,DALLAS,TX,,1288.7,1292.7,27.2,1.0,1,1288.7,1288.7,0.0,1292.7,1292.7,thin,history,2023-03-15,2023-03-15
SANDUSKY,OH,,MCALLEN,TX,,1661.4,2094.2,518.0,1.0,1,1661.4,1661.4,0.0,2094.2,2094.2,thin,history,2025-10-03,2025-10-03
SANDY,OR,,CENTERVILLE,MD,,2847.0,2870.1,85.8,1.0,1,2847.0,2847.0,0.0,2870.1,2870.1,thin,history,2025-05-28,2025-05-28
SANFORD,NC,,HOUSTON,TX,,1175.0,1211.1,61.6,1.0,1,1175.0,1175.0,0.0,1211.1,1211.1,thin,history,2023-05-31,2023-05-31
SANFORD,NC,,LAREDO,TX,,1653.3,1853.0,241.0,1.0,1,1653.3,1653.3,0.0,1853.0,1853.0,thin,history,2023-08-29,2023-08-29
SANTA CATARINA CENTRO,N.,,FLORENCE,AL,,1154.3,1145.3,0.0,1.0,1,1154.3,1154.3,0.0,1145.3,1145.3,thin,history,2021-11-27,2021-11-27
SAXONBURG,PA,,LAREDO,TX,,1684.3,2191.3,575.2,1.0,1,1684.3,1684.3,0.0,2191.3,2191.3,thin,history,2026-03-12,2026-03-12
SANTA CATARINA,N.,,NORFOLK,NE,,1103.6,1097.8,0.0,1.0,1,1103.6,1103.6,0.0,1097.8,1097.8,thin,history,2022-03-11,2022-03-11
SANTA FE SRPINGS,CA,,LAREDO,TX,,1492.7,1407.6,19.4,1.0,1,1492.7,1492.7,0.0,1407.6,1407.6,thin,history,2024-06-28,2024-06-28
SANTA ROSA,NM,,NEW BRAUNFELS,TX,,618.1,1059.6,468.6,1.0,1,618.1,618.1,0.0,1059.6,1059.6,thin,history,2022-05-13,2022-05-13
SARGENT BLUFF,IA,,SAYREVILLE,NJ,,1297.3,1358.3,102.0,1.0,1,1297.3,1297.3,0.0,1358.3,1358.3,thin,history,2025-06-27,2025-06-27
SAUKVILLE,WI,,MCGREGOR,TX,,1144.2,1550.0,420.2,1.0,1,1144.2,1144.2,0.0,1550.0,1550.0,thin,history,2023-08-11,2023-08-11
SAVANNAH,GA,,BAYTOWN,TX,,939.7,1242.2,317.5,1.0,1,939.7,939.7,0.0,1242.2,1242.2,thin,history,2023-10-05,2023-10-05
SAVANNAH,GA,,ELMENDORF,TX,,1165.9,1630.4,501.0,1.0,1,1165.9,1165.9,0.0,1630.4,1630.4,thin,history,2025-07-30,2025-07-30
SAVANNAH,GA,,JERSEY SHORE,PA,,791.1,909.7,141.3,1.0,1,791.1,791.1,0.0,909.7,909.7,thin,history,2025-06-28,2025-06-28
SAVANNAH,GA,,LAREDO,TX,,1507.8,1769.4,341.0,1.0,1,1507.8,1507.8,0.0,1769.4,1769.4,thin,history,2024-07-02,2024-07-02
SAVANNAH,GA,,MICHIGAN CITY,IN,,945.8,,141.1,1.0,0,945.8,945.8,0.0,,,thin,history,2025-06-26,2025-06-26
SAVNNAH,GA,,NEW BRAUNFELS,TX,,1126.3,,520.7,1.0,0,1126.3,1126.3,0.0,,,thin,history,2020-10-13,2020-10-13
SANTA CATARINA,N.,,AUSTELL,GA,,1300.8,,0.0,1.0,0,1300.8,1300.8,0.0,,,thin,history,2025-05-27,2025-05-27
PRESTON,ID,,LAREDO,TX,,1980.1,1921.4,107.5,1.0,1,1980.1,1980.1,0.0,1921.4,1921.4,thin,history,2023-02-10,2023-02-10
PROSSER WA,WA,,HOUSTON,TX,,2160.6,2694.4,628.4,1.0,1,2160.6,2160.6,0.0,2694.4,2694.4,thin,history,2023-03-07,2023-03-07
PROSSER,WA,,GARLAND,TX,,1937.1,2044.9,200.3,1.0,1,1937.1,1937.1,0.0,2044.9,2044.9,thin,history,2023-02-06,2023-02-06
PROSSER,WA,,LAREDO,TX,,2135.4,2215.0,219.4,1.0,1,2135.4,2135.4,0.0,2215.0,2215.0,thin,history,2022-11-01,2022-11-01
PROSSER,WA,,TEMPLE,TX,,2027.8,2211.2,308.2,1.0,1,2027.8,2027.8,0.0,2211.2,2211.2,thin,history,2023-11-28,2023-11-28
PRYOR,OK,,MCALLEN,TX,,781.2,1071.3,292.8,1.0,1,781.2,781.2,0.0,1071.3,1071.3,thin,history,2026-05-12,2026-05-12
PUEBLO,CO,,ROOSELVELT,UT,,455.3,541.4,111.3,1.0,1,455.3,455.3,0.0,541.4,541.4,thin,history,2024-06-06,2024-06-06
PUEBLO,CO,,SHERMAN,TX,,663.0,662.3,6.4,1.0,1,663.0,663.0,0.0,662.3,662.3,thin,history,2022-09-13,2022-09-13
PULASKI,TN,,LAREDO,TX,,1088.1,1128.8,75.6,1.0,1,1088.1,1088.1,0.0,1128.8,1128.8,thin,history,2024-05-07,2024-05-07
PULASKI,VA,,AUSTIN,TX,,1231.8,1958.5,781.9,1.0,1,1231.8,1231.8,0.0,1958.5,1958.5,thin,history,2022-03-26,2022-03-26
ROMEOVILLE,IL,,CEDAR FALLS,IA,,291.4,543.4,284.9,1.0,1,291.4,291.4,0.0,543.4,543.4,thin,history,2024-11-21,2024-11-21
PULASKI,VA,,SAN ANTONIO,TX,,1344.0,1857.0,669.0,1.0,1,1344.0,1344.0,0.0,1857.0,1857.0,thin,history,2022-03-19,2022-03-19
PULASKI,VA,,TACOMA,WA,,2721.9,2607.1,0.0,1.0,1,2721.9,2721.9,0.0,2607.1,2607.1,thin,history,2025-02-11,2025-02-11
PUYALLUP,WA,,EAGLE PASS,TX,,2118.0,2658.0,599.2,1.0,1,2118.0,2118.0,0.0,2658.0,2658.0,thin,history,2022-12-07,2022-12-07
QUAKERTOWN,PA,,EAGLE PASS,TX,,1890.0,2113.6,268.7,1.0,1,1890.0,1890.0,0.0,2113.6,2113.6,thin,history,2024-01-29,2024-01-29
QUAKERTOWN,PA,,NEW BRAUNFELS,TX,,1713.4,1939.6,273.1,1.0,1,1713.4,1713.4,0.0,1939.6,1939.6,thin,history,2022-11-28,2022-11-28
QUEENS,NY,,OAK RIDGE NORTH,TX,,1648.7,2002.0,416.1,1.0,1,1648.7,1648.7,0.0,2002.0,2002.0,thin,history,2025-07-29,2025-07-29
QUEENS,NY,,RIO VISTA,TX,,1634.0,1609.4,0.0,1.0,1,1634.0,1634.0,0.0,1609.4,1609.4,thin,history,2022-11-04,2022-11-04
QUINCY,IL,,SAN ANTONIO,TX,,939.3,1377.2,474.6,1.0,1,939.3,939.3,0.0,1377.2,1377.2,thin,history,2026-01-05,2026-01-05
QUINCY,WA,,HOUSTON,TX,,2259.5,2719.4,608.9,1.0,1,2259.5,2259.5,0.0,2719.4,2719.4,thin,history,2022-02-19,2022-02-19
RADCLIFF,KY,,LAREDO,TX,,1232.5,1233.1,53.8,1.0,1,1232.5,1232.5,0.0,1233.1,1233.1,thin,history,2026-06-12,2026-06-12
PULASKI,VA,,NEW BRAUNFELS,TX,,1295.6,1448.6,189.2,1.0,1,1295.6,1295.6,0.0,1448.6,1448.6,thin,history,2025-03-27,2025-03-27
PONTIAC,IL,,BREINIGSVILLE,PA,,785.4,865.8,94.9,1.0,1,785.4,785.4,0.0,865.8,865.8,thin,history,2026-06-08,2026-06-08
POOLER,GA,,FT WORTH,TX,,1056.8,,134.9,1.0,0,1056.8,1056.8,0.0,,,thin,history,2021-02-02,2021-02-02
POPLAR BLUFF,MO,,LAREDO,TX,,943.1,1089.1,187.4,1.0,1,943.1,943.1,0.0,1089.1,1089.1,thin,history,2025-09-10,2025-09-10
PORT ELIZABETH,NJ,,CHARLEVOIX,MI,,868.6,879.8,14.8,1.0,1,868.6,868.6,0.0,879.8,879.8,thin,history,2026-04-03,2026-04-03
PORT NECHES,TX,,LAREDO,TX,,446.5,557.8,152.6,1.0,1,446.5,446.5,0.0,557.8,557.8,thin,history,2022-08-16,2022-08-16
PORT READING,NJ,,LAREDO,TX,,1964.1,1900.0,8.6,1.0,1,1964.1,1964.1,0.0,1900.0,1900.0,thin,history,2020-09-08,2020-09-08
PORT WENTWORTH,FL,,ENNIS,TX,,1048.8,1507.8,552.0,1.0,1,1048.8,1048.8,0.0,1507.8,1507.8,thin,history,2022-07-09,2022-07-09
PORTAGE,IN,,EAGLE PASS,TX,,1394.2,2157.4,850.7,1.0,1,1394.2,1394.2,0.0,2157.4,2157.4,thin,history,2022-10-11,2022-10-11
PORTAGE,IN,,HOUSTON,TX,,1078.4,1166.5,120.3,1.0,1,1078.4,1078.4,0.0,1166.5,1166.5,thin,history,2025-08-19,2025-08-19
PORTAGEVILLE,MO,,LAREDO,TX,,970.0,1113.5,188.9,1.0,1,970.0,970.0,0.0,1113.5,1113.5,thin,history,2021-04-16,2021-04-16
PRESTON,ID,,HICO,TX,,1582.7,1961.6,481.1,1.0,1,1582.7,1582.7,0.0,1961.6,1961.6,thin,history,2023-03-01,2023-03-01
PORTLAND,IN,,LAREDO,TX,,1424.7,1493.0,124.6,1.0,1,1424.7,1424.7,0.0,1493.0,1493.0,thin,history,2023-07-11,2023-07-11
PORTLAND,IN,,SAN ANTONIO,TX,,1278.4,1490.5,285.1,1.0,1,1278.4,1278.4,0.0,1490.5,1490.5,thin,history,2023-08-05,2023-08-05
PORTLAND,OR,,DALLAS,TX,,2119.6,2055.1,3.7,1.0,1,2119.6,2119.6,0.0,2055.1,2055.1,thin,history,2022-09-27,2022-09-27
PORTLAND,OR,,OKLAHIMA CITY,OK,,1933.9,1835.8,14.7,1.0,1,1933.9,1933.9,0.0,1835.8,1835.8,thin,history,2023-04-21,2023-04-21
PORTLAND,OR,,SAN ANTONIO,TX,,2121.8,2236.9,182.0,1.0,1,2121.8,2121.8,0.0,2236.9,2236.9,thin,history,2022-04-18,2022-04-18
POTTSVILLE,PA,,LAREDO,TX,,1861.5,2040.1,234.6,1.0,1,1861.5,1861.5,0.0,2040.1,2040.1,thin,history,2022-04-08,2022-04-08
PRAIRIE DU CHIE,WI,,SCHERTZ,TX,,1157.2,1289.5,153.1,1.0,1,1157.2,1157.2,0.0,1289.5,1289.5,thin,history,2025-04-18,2025-04-18
PRAIRIE DU CHIE,WI,,SIDNEY,OH,,510.5,472.5,0.0,1.0,1,510.5,510.5,0.0,472.5,472.5,thin,history,2025-06-10,2025-06-10
PRAIRIE DU CHIE,WI,,WASHINGTON COURT,OH,,590.3,853.2,300.1,1.0,1,590.3,590.3,0.0,853.2,853.2,thin,history,2025-05-27,2025-05-27
PRATVILLE,AL,,SAN ANTONIO,TX,,829.2,1445.3,667.1,1.0,1,829.2,829.2,0.0,1445.3,1445.3,thin,history,2024-01-24,2024-01-24
PRESCOTT VALLEY,AZ,,DALLAS,TX,,1063.7,1609.8,598.4,1.0,1,1063.7,1063.7,0.0,1609.8,1609.8,thin,history,2022-06-18,2022-06-18
PORTLAND,IN,,KYLE,TX,,1212.5,1251.7,105.0,1.0,1,1212.5,1212.5,0.0,1251.7,1251.7,thin,history,2020-07-11,2020-07-11
RIDGEWOOD,NY,,IRVING,TX,,1584.5,2100.6,549.4,1.0,1,1584.5,1584.5,0.0,2100.6,2100.6,thin,history,2022-10-26,2022-10-26
RIGBY,ID,,DALLAS,TX,,1390.0,2009.1,666.7,1.0,1,1390.0,1390.0,0.0,2009.1,2009.1,thin,history,2023-03-22,2023-03-22
RINCON,GA,,EL CAMPO,TX,,1242.1,1636.1,504.2,1.0,1,1242.1,1242.1,0.0,1636.1,1636.1,thin,history,2025-07-29,2025-07-29
RINGGOLD,GA,,ROBSTOWN,TX,,1037.2,1243.6,237.6,1.0,1,1037.2,1037.2,0.0,1243.6,1243.6,thin,history,2023-12-11,2023-12-11
RINGOES,NJ,,DENTON,TX,,1529.2,1571.4,75.7,1.0,1,1529.2,1529.2,0.0,1571.4,1571.4,thin,history,2023-05-12,2023-05-12
RITTMAN,OH,,HUTCHINS,TX,,1167.1,1281.3,149.1,1.0,1,1167.1,1167.1,0.0,1281.3,1281.3,thin,history,2026-03-03,2026-03-03
RIVERHEAD,NY,,LAREDO,TX,,2057.4,2028.0,32.1,1.0,1,2057.4,2057.4,0.0,2028.0,2028.0,thin,history,2022-09-07,2022-09-07
RIVERSIDE,CA,,GLEN FLORA,TX,,1465.6,1825.6,411.0,1.0,1,1465.6,1465.6,0.0,1825.6,1825.6,thin,history,2025-12-19,2025-12-19
RIVERTON,WY,,LAMPASAS,TX,,1243.7,1654.2,481.5,1.0,1,1243.7,1243.7,0.0,1654.2,1654.2,thin,history,2024-03-19,2024-03-19
RIVERTON,WY,,WHITESBORO,TX,,1178.3,1258.4,179.4,1.0,1,1178.3,1178.3,0.0,1258.4,1258.4,thin,history,2024-03-16,2024-03-16
RALEIGH,NC,,CONVERSE,TX,,1396.1,1624.9,285.2,1.0,1,1396.1,1396.1,0.0,1624.9,1624.9,thin,history,2023-11-06,2023-11-06
ROBBINSVILLE,NJ,,EAGLE PASS,TX,,1919.7,2023.1,159.5,1.0,1,1919.7,1919.7,0.0,2023.1,2023.1,thin,history,2025-10-24,2025-10-24
ROBBINSVILLE,NJ,,SAN ANTONIO,TX,,1764.8,1907.9,202.7,1.0,1,1764.8,1764.8,0.0,1907.9,1907.9,thin,history,2021-10-25,2021-10-25
ROCHELLE,IL,,MIDLOTHIAN,TX,,926.4,1282.5,370.3,1.0,1,926.4,926.4,0.0,1282.5,1282.5,thin,history,2022-07-03,2022-07-03
ROCHELLE,IL,,NEW BRAUNFELS,TX,,1143.9,,257.1,1.0,0,1143.9,1143.9,0.0,,,thin,history,2021-02-12,2021-02-12
ROCHELLE,IL,,SOUTH WINDSOR,CT,,975.2,1032.8,66.4,1.0,1,975.2,975.2,0.0,1032.8,1032.8,thin,history,2026-04-21,2026-04-21
ROCHESTER,MN,,HOUSTON,TX,,1138.6,1576.5,481.5,1.0,1,1138.6,1138.6,0.0,1576.5,1576.5,thin,history,2026-06-15,2026-06-15
ROCHESTER,NY,,FREEPORT,TX,,1610.4,2267.3,784.6,1.0,1,1610.4,1610.4,0.0,2267.3,2267.3,thin,history,2023-12-16,2023-12-16
ROCHESTER,NY,,ORLANDO,FL,,1338.4,1682.8,380.2,1.0,1,1338.4,1338.4,0.0,1682.8,1682.8,thin,history,2024-07-27,2024-07-27
ROCHESTER,PA,,LAREDO,TX,,1655.1,1886.3,312.8,1.0,1,1655.1,1655.1,0.0,1886.3,1886.3,thin,history,2022-02-07,2022-02-07
ROCKMART,GA,,SALINAS VICTORIA,N.,,1275.6,,41.4,1.0,0,1275.6,1275.6,0.0,,,thin,history,2025-01-24,2025-01-24
ROME,NY,,LAREDO,TX,,2090.3,2223.0,266.0,1.0,1,2090.3,2090.3,0.0,2223.0,2223.0,thin,history,2022-03-17,2022-03-17
ROANOKE,LA,,CALLAGHAN,TX,,487.3,506.9,33.9,1.0,1,487.3,487.3,0.0,506.9,506.9,thin,history,2023-07-07,2023-07-07
RANCHO DOMINGUEZ,CA,,LAREDO,TX,,1501.2,1425.1,56.9,1.0,1,1501.2,1501.2,0.0,1425.1,1425.1,thin,history,2025-02-13,2025-02-13
RANTOUL,IL,,HIDALGO,TX,,1362.2,1566.0,278.1,1.0,1,1362.2,1362.2,0.0,1566.0,1566.0,thin,history,2026-02-12,2026-02-12
RAPID CITY,SD,,GRANGER,IN,,1015.8,981.8,0.0,1.0,1,1015.8,1015.8,0.0,981.8,981.8,thin,history,2025-11-05,2025-11-05
RAPID CITY,SD,,MCPHERSON,KS,,667.5,634.7,0.0,1.0,1,667.5,667.5,0.0,634.7,634.7,thin,history,2025-06-10,2025-06-10
RAPIDS,WI,,ROSENBERG,TX,,1273.3,1322.5,53.9,1.0,1,1273.3,1273.3,0.0,1322.5,1322.5,thin,history,2023-03-21,2023-03-21
RAYNHAM,MA,,BENSENVILLE,IL,,1058.0,1058.0,19.1,1.0,1,1058.0,1058.0,0.0,1058.0,1058.0,thin,history,2025-09-15,2025-09-15
READING,PA,,EAGLE PASS,TX,,1857.9,2039.2,220.6,1.0,1,1857.9,1857.9,0.0,2039.2,2039.2,thin,history,2025-02-28,2025-02-28
REDMOND,OR,,LAREDO,TX,,2498.6,2511.7,139.6,1.0,1,2498.6,2498.6,0.0,2511.7,2511.7,thin,history,2024-04-01,2024-04-01
REDMOND,UT,,RD CLARE,MI,,1719.6,1797.1,96.9,1.0,1,1719.6,1719.6,0.0,1797.1,1797.1,thin,history,2025-03-03,2025-03-03
REEDSBURG,WI,,LAREDO,TX,,1418.0,1535.8,146.2,1.0,1,1418.0,1418.0,0.0,1535.8,1535.8,thin,history,2023-02-28,2023-02-28
RIDGEFIELD PARK,NJ,,LAREDO,TX,,1993.4,2051.8,108.9,1.0,1,1993.4,1993.4,0.0,2051.8,2051.8,thin,history,2023-01-30,2023-01-30
REXBURG,ID,,VICTORIA,TX,,1694.1,2001.7,385.6,1.0,1,1694.1,1694.1,0.0,2001.7,2001.7,thin,history,2023-02-13,2023-02-13
REYNOLDS,IN,,SAN ANTONIO,TX,,1211.6,1605.3,454.7,1.0,1,1211.6,1211.6,0.0,1605.3,1605.3,thin,history,2025-10-15,2025-10-15
RHOME,TX,,HINCKLEY,OH,,1216.9,1213.7,19.1,1.0,1,1216.9,1216.9,0.0,1213.7,1213.7,thin,history,2025-10-25,2025-10-25
RICEBORO,GA,,CORSICANA,TX,,1034.4,1588.5,655.2,1.0,1,1034.4,1034.4,0.0,1588.5,1588.5,thin,history,2020-12-03,2020-12-03
RICHALAND,WA,,LAREDO,TX,,2142.5,2302.3,297.7,1.0,1,2142.5,2142.5,0.0,2302.3,2302.3,thin,history,2025-06-04,2025-06-04
RICHLAND,WA,,SELMA,TX,,1988.7,2402.7,472.7,1.0,1,1988.7,1988.7,0.0,2402.7,2402.7,thin,history,2021-10-10,2021-10-10
RICHMOND,VA,,ATLANTA,GA,,597.8,670.5,86.4,1.0,1,597.8,597.8,0.0,670.5,670.5,thin,history,2023-07-15,2023-07-15
RICHMOND,VA,,LAREDO,TX,,1835.2,1966.7,172.8,1.0,1,1835.2,1835.2,0.0,1966.7,1966.7,thin,history,2023-05-03,2023-05-03
RICHMOND,VA,,SCHERTZ,TX,,1513.2,1851.4,388.8,1.0,1,1513.2,1513.2,0.0,1851.4,1851.4,thin,history,2022-07-12,2022-07-12
RIDDLE,OR,,DALLAS,TX,,2108.3,2179.3,185.3,1.0,1,2108.3,2108.3,0.0,2179.3,2179.3,thin,history,2022-10-11,2022-10-11
RIDDLE,OR,,YAPHANK,NY,,3050.9,3145.3,134.3,1.0,1,3050.9,3050.9,0.0,3145.3,3145.3,thin,history,2025-08-04,2025-08-04
RESERVE,LA,,LAREDO,TX,,666.1,678.0,24.0,1.0,1,666.1,666.1,0.0,678.0,678.0,thin,history,2020-11-12,2020-11-12
DEVINE,TX,,LAREDO,TX,,127.4,150.2,37.2,1.0,1,127.4,127.4,0.0,150.2,150.2,thin,history,2023-12-12,2023-12-12
DONALDS,SC,,LAREDO,TX,,1473.7,1593.4,192.3,1.0,1,1473.7,1473.7,0.0,1593.4,1593.4,thin,history,2025-01-24,2025-01-24
DORAL,FL,,HOUSTON,TX,,1186.5,1168.5,8.0,1.0,1,1186.5,1186.5,0.0,1168.5,1168.5,thin,history,2022-11-21,2022-11-21
DOSWELL,VA,,HOUSTON,TX,,1357.8,1686.2,369.9,1.0,1,1357.8,1357.8,0.0,1686.2,1686.2,thin,history,2023-07-12,2023-07-12
DOSWELL,VA,,SAN ANTONIO,TX,,1546.0,2098.5,596.6,1.0,1,1546.0,1546.0,0.0,2098.5,2098.5,thin,history,2021-10-26,2021-10-26
DOTHAN,AL,,SHERTZ,TX,,859.0,,297.2,1.0,0,859.0,859.0,0.0,,,thin,history,2021-02-08,2021-02-08
DOUGLASVILLE,GA,,ROUND ROCK,TX,,1055.2,1285.9,251.7,1.0,1,1055.2,1055.2,0.0,1285.9,1285.9,thin,history,2021-03-03,2021-03-03
DOVER,NJ,,LONGVIEW,TX,,1460.9,1514.5,83.3,1.0,1,1460.9,1460.9,0.0,1514.5,1514.5,thin,history,2022-12-06,2022-12-06
DRAPER,UT,,PUEBLO,CO,,615.2,607.0,34.1,1.0,1,615.2,615.2,0.0,607.0,607.0,thin,history,2024-02-29,2024-02-29
LAREDO,TX,,PLANSTVILLE,CT,,2073.7,1984.6,0.0,1.0,1,2073.7,2073.7,0.0,1984.6,1984.6,thin,history,2022-04-21,2022-04-21
DUBOIS,PA,,ROBSTOWN,TX,,1649.3,2028.6,412.2,1.0,1,1649.3,1649.3,0.0,2028.6,2028.6,thin,history,2026-02-18,2026-02-18
DUBOIS,PA,,SHERMAN,TX,,1268.8,1552.1,299.4,1.0,1,1268.8,1268.8,0.0,1552.1,1552.1,thin,history,2024-10-14,2024-10-14
DUDLEY,GA,,THOMASVILLE,AL,,315.7,599.0,295.3,1.0,1,315.7,315.7,0.0,599.0,599.0,thin,history,2022-11-13,2022-11-13
DUDLEY,NC,,VICTORIA,TX,,1349.1,1700.5,366.5,1.0,1,1349.1,1349.1,0.0,1700.5,1700.5,thin,history,2022-07-27,2022-07-27
DULUTH,GA,,AUSTIN,TX,,950.0,1507.3,611.9,1.0,1,950.0,950.0,0.0,1507.3,1507.3,thin,history,2024-08-29,2024-08-29
DUNDALK,DE,,MONAHANS,TX,,1767.4,2384.6,751.5,1.0,1,1767.4,1767.4,0.0,2384.6,2384.6,thin,history,2024-07-01,2024-07-01
E BOSTON,MA,,FT DODGE,IA,,1374.5,1379.0,53.9,1.0,1,1374.5,1374.5,0.0,1379.0,1379.0,thin,history,2025-03-21,2025-03-21
